video_id,author_follower_count,author_following_count,author_total_heart_count,author_total_video_count,follower_following_ratio,avg_hearts_per_video,engagement_rate,videos_per_follower,Video_Length,Hashtags,Collaborations,Series,Post_Day,Post_Hour,Post_Month,Post_Season,Post_Quarter,Post_Week_of_Year,Post_Part_of_Day,Is_Weekend,Next_Day_Holiday,Is_Long_Weekend,Engagement_Rate,Description_Sentiment,video_comment_count,video_heart_count,video_play_count,video_share_count,industry,Sentiment Score,Speech vs. Action Focus,Setting,Interaction Type,Tone,Dialogue/Monologue,Audience Engagement,zero_crossing_rate_mean,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,spectral_contrast_7,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12
'6877833000852196609,665200,0,4100000,168,665200.0,24260.3550295858,6.163550565919174,0.000252555242701,13.08,3,False,False,Tuesday,9,September,Fall,3,40,Morning,False,False,False,616.3559832,0.0,11,660,7797,6,automotive,positive,action,unknown,indirect,humorous,dialogue,not engaging,0.084187573,-70.87620544,125.9503784,-46.87823868,58.16607285,-19.04432487,36.5086441,-13.49689388,13.64706707,-9.272721291,10.08397961,4.648392677,9.297249794,2.375104904,16.33291359,8.962811401,12.78127643,14.04650392,15.20407995,16.30209369,57.22291361,0.524759531,0.540612996,0.573462307,0.606687069,0.755683959,0.637264132,0.554084957,0.564432442,0.58888644,0.563685894,0.556684017,0.640896797
'6878438368372444422,71700,10,303500,85,6518.181818181818,3529.0697674418607,4.232855887644524,0.001185478584678,15.0,2,False,False,Thursday,0,October,Fall,4,40,Night,False,False,False,423.2914923,0.0,33,366,10400,1,automotive,positive,action,unknown,direct,casual,dialogue,not engaging,0.068355218,-504.5082092,114.8635712,-2.162849426,47.61266327,10.22152233,25.48271751,-0.701402605,-2.358615398,2.054010868,-16.97316933,6.633909225,-3.797296762,-8.49374485,16.76747135,14.03527043,15.36684423,16.39862683,17.84592604,20.99223647,57.28442196,0.579490781,0.542298555,0.427238405,0.344783545,0.325038671,0.357477397,0.337896734,0.341357172,0.351148158,0.329660654,0.366254151,0.464255095
'6878612336098168065,1400000,6,7200000,285,200000.0,25174.82517482517,5.142853469390379,0.0002035712831633,15.06,4,True,False,Thursday,11,October,Fall,4,40,Morning,False,False,False,514.2857143,0.318181818,26,3454,41700,44,automotive,positive,unknown,outdoor,direct,humorous,dialogue,engaging,0.07310112,-102.3711395,140.5913696,-39.67722702,44.090271,-15.02820301,29.87334442,-5.96300745,14.94581032,-6.400288105,8.236758232,1.559502363,3.136542797,4.887560844,16.40021627,9.983469561,14.09337564,15.52918287,16.70950148,20.54163125,56.80270482,0.701542497,0.634128809,0.564240456,0.631125867,0.574941039,0.517810762,0.552060485,0.690746129,0.591148436,0.54569453,0.543257117,0.547174931
'6879036310263237890,665200,0,4100000,168,665200.0,24260.3550295858,6.163550565919174,0.000252555242701,10.64,3,False,False,Friday,14,October,Fall,4,40,Afternoon,False,False,False,616.3559832,0.0,14,330,2711,13,automotive,positive,unknown,unknown,indirect,humorous,monologue,not engaging,0.053453219,-121.5734329,134.7688904,-47.54549026,45.21108246,-6.397138119,26.82977486,2.879492044,18.79596901,3.524453402,11.53925514,9.277971268,7.928427219,7.475472927,12.86424937,11.12614235,11.07610819,12.98475301,13.64000114,17.12653219,55.55490938,0.642540097,0.620851338,0.661701977,0.687811852,0.663780928,0.720084846,0.715114057,0.695147872,0.636913836,0.633742392,0.652834296,0.682370842
'6880105984745049345,665200,0,4100000,168,665200.0,24260.3550295858,6.163550565919174,0.000252555242701,15.08,3,False,False,Monday,12,October,Fall,4,41,Afternoon,False,False,False,616.3559832,0.0,42,3448,166200,52,automotive,positive,action,unknown,direct,humorous,monologue,not engaging,0.04597136,-168.9740906,138.1055908,-12.65110016,47.76976395,-0.632912099,19.36258316,6.442163467,14.79971409,8.763563156,13.16965389,7.241830349,3.634835482,-2.442351818,16.54425706,9.746679673,12.92808616,18.21595812,20.30513759,25.23560131,56.10545933,0.636991203,0.666756213,0.70397526,0.749731541,0.649322093,0.637735128,0.607388616,0.597964823,0.651399553,0.673648,0.741817176,0.64364624
'6880107841101991170,1400000,6,7200000,285,200000.0,25174.82517482517,5.142853469390379,0.0002035712831633,15.08,7,False,False,Monday,12,October,Fall,4,41,Afternoon,False,False,False,514.2857143,0.0,18,2195,37500,20,automotive,positive,speech,indoor,direct,serious,dialogue,engaging,0.020700268,-291.7071838,77.61448669,-1.99007082,20.94933701,-4.073866367,16.3178196,-1.699839354,8.208516121,-4.919984818,0.871490777,1.007602334,0.98997128,-1.205250263,11.69318168,9.202406927,12.09653052,13.65429177,14.63119382,15.1436348,34.95594992,0.284139305,0.291148067,0.320783526,0.310270578,0.321852207,0.314752251,0.326194912,0.272982776,0.273915708,0.365302742,0.307013005,0.251474917
'6880606088895466758,71700,10,303500,85,6518.181818181818,3529.0697674418607,4.232855887644524,0.001185478584678,15.0,2,False,False,Tuesday,20,October,Fall,4,41,Evening,False,False,False,423.2914923,0.65,40,347,10900,3,automotive,positive,action,unknown,indirect,casual,monologue,engaging,0.033643787,-379.0535278,155.7142029,4.585214615,35.01325989,10.57598019,26.54513931,-1.986271262,8.719038963,-2.819438696,2.544589758,-4.527279377,-3.556589127,-1.878956676,12.58520259,11.68124541,16.07069753,16.35661688,17.28961367,18.67765827,52.57387002,0.524463296,0.507286608,0.452925503,0.406175315,0.381545275,0.37378481,0.376769841,0.408442527,0.485199541,0.575179935,0.581249356,0.561066449
'6880819776948653318,22300000,413,363800000,1826,53864.73429951691,199124.24740010948,16.313900613726428,8.188340439984734e-05,34.92,3,False,False,Wednesday,10,October,Fall,4,41,Morning,False,False,False,1631.390135,0.0,1618,238200,1600000,1328,entertainment,positive,action,unknown,indirect,serious,monologue,not engaging,0.041754136,-164.3485413,162.2125244,-19.52716255,33.12142944,2.016706944,10.22848225,-3.724843502,3.100306749,-0.611622334,2.964924335,-2.209443331,-5.221994877,-0.739437878,19.18664549,10.86434557,15.22050702,19.79014472,17.80300269,17.91192285,52.66761337,0.433711261,0.301323414,0.39205125,0.656151712,0.326424211,0.18472676,0.222390696,0.340336174,0.26612702,0.368146986,0.500931799,0.494270682
'6880875834358467842,1400000,6,7200000,285,200000.0,25174.82517482517,5.142853469390379,0.0002035712831633,31.32,6,False,False,Wednesday,13,October,Fall,4,41,Afternoon,False,False,False,514.2857143,0.166666667,37,3161,37100,99,automotive,positive,action,unknown,indirect,humorous,dialogue,not engaging,0.041133349,-199.5254059,143.063446,-11.363657,43.72871017,-7.112528324,24.73507881,-2.796032906,11.01635647,-0.663014412,1.545658469,1.12309587,0.442490399,2.252943754,18.53972808,10.20636963,15.40890022,18.32271551,18.62059867,18.40294173,55.26223369,0.445424438,0.43009153,0.37978372,0.459249437,0.517870605,0.589105487,0.402326912,0.385518372,0.492309064,0.441172481,0.494221032,0.420916826
'6880964766773398789,22200000,410,362100000,1805,54014.598540145984,200498.3388704319,16.310810076089638,8.130630264386025e-05,12.83,1,False,False,Wednesday,19,October,Fall,4,41,Evening,False,False,False,1631.081081,0.0,21100,1500000,8900000,8994,entertainment,positive,speech,unknown,direct,casual,dialogue,engaging,0.043334299,-497.3363037,169.7186127,-16.81470871,19.35600853,-1.378988862,0.463435918,-1.492211342,-2.122641087,2.723600864,-4.737594128,1.112527728,-1.092787027,1.243599176,15.90316005,10.86377142,13.90081761,16.29333392,15.80589996,17.63613225,51.94232537,0.447288841,0.486069083,0.473433375,0.461602449,0.454044998,0.408437371,0.452627242,0.511036634,0.535751283,0.534415603,0.480037481,0.428496003
'6881018016100863238,22200000,410,362100000,1805,54014.598540145984,200498.3388704319,16.310810076089638,8.130630264386025e-05,9.66,4,False,False,Wednesday,23,October,Fall,4,41,Night,False,False,False,1631.081081,0.0,1708,55000,612900,75,entertainment,negative,unknown,indoor,direct,serious,dialogue,engaging,0.020982009,-287.5953369,178.9405365,4.890825272,50.0979805,14.62519169,13.42319679,14.90340519,-8.62063694,10.97038174,-0.424093306,1.179086924,6.728945255,-3.009395123,16.84755176,11.15270928,15.71278449,17.89760589,20.10330741,24.1927615,54.73411463,0.526765227,0.639774024,0.646131575,0.6659742,0.604378104,0.405928165,0.391974032,0.478073388,0.629426658,0.609739244,0.454016477,0.427751601
'6881396641841024262,22300000,413,363800000,1827,53864.73429951691,199015.31728665208,16.313900613726428,8.192824744716378e-05,11.26,0,False,False,Thursday,23,October,Fall,4,41,Night,False,False,False,1631.390135,0.0,12900,847600,4300000,1293,entertainment,positive,speech,unknown,direct,casual,monologue,engaging,0.041944317,-447.3586121,150.757843,-16.73695755,23.42167282,-2.935840368,10.15943623,6.054383278,8.721587181,2.526847601,-2.897078276,4.263822556,-2.664475441,3.915116549,11.76633094,10.22916048,12.81926098,15.46566462,15.59745332,17.30246785,53.10936906,0.44941175,0.558300674,0.718557835,0.560302913,0.583387315,0.558360398,0.531404555,0.495383918,0.588415384,0.546469927,0.502457023,0.419629484
'6882077597853912325,22200000,410,362100000,1805,54014.598540145984,200498.3388704319,16.310810076089638,8.130630264386025e-05,20.06,4,False,False,Saturday,19,October,Fall,4,41,Evening,True,False,False,1631.081081,0.0,873,232200,1200000,375,entertainment,positive,speech,unknown,direct,humorous,monologue,not engaging,0.022648433,-183.2641754,170.140976,-3.070619345,43.89978027,18.59184265,15.94258213,-3.259973526,3.598898411,-4.843575478,-1.434574008,0.667115629,-0.499455661,-2.999125719,19.71761444,12.03284775,16.30278896,16.60635907,16.59425353,18.43490859,50.18383336,0.643937171,0.573333025,0.504184484,0.489848793,0.519999981,0.470306993,0.413536578,0.363333225,0.375399888,0.342184812,0.469792515,0.671031177
'6882653165829852422,22300000,413,363800000,1827,53864.73429951691,199015.31728665208,16.313900613726428,8.192824744716378e-05,23.75,2,False,False,Monday,8,October,Fall,4,42,Morning,False,False,False,1631.390135,1.0,2979,391700,1600000,3624,entertainment,positive,action,indoor,indirect,casual,dialogue,engaging,0.096332688,-258.7889099,114.1123505,-36.95043564,39.80869675,-17.42075539,-0.731430292,-12.03537083,-3.107196569,-2.033163786,-7.298809052,-3.715874672,-9.935484886,-2.269374847,12.66464892,11.85127679,15.37503493,16.28048311,15.4614638,16.08638984,56.71641693,0.446782976,0.41654864,0.406696558,0.401602,0.412482023,0.395177126,0.36715129,0.36962828,0.362502486,0.367553383,0.402779192,0.436208189
'6882661689892900098,665200,0,4100000,168,665200.0,24260.3550295858,6.163550565919174,0.000252555242701,18.88,3,False,False,Monday,9,October,Fall,4,42,Morning,False,False,False,616.3559832,0.0,124,4277,140600,31,automotive,positive,speech,unknown,direct,serious,dialogue,engaging,0.057819763,-184.3049927,167.5078735,-41.1812973,-22.12465858,-26.5975914,0.434474289,-13.68862343,0.623511732,-8.318380356,-1.400825739,-1.395073056,-0.430202007,0.089603737,12.62207528,10.94808359,14.46695961,15.92659908,17.87834546,18.76254675,46.87087501,0.424767852,0.399219096,0.408539772,0.56655544,0.546707511,0.41530782,0.424152702,0.380373389,0.557093024,0.444672227,0.351744324,0.323293179
'6882734124809997574,4400000,18,100200000,967,231578.94736842104,103512.39669421488,22.772722097108613,0.0002197726773243,15.09,8,False,False,Monday,14,October,Fall,4,42,Afternoon,False,False,False,2277.272727,0.0,298,25400,236100,179,entertainment,negative,unknown,unknown,indirect,casual,monologue,engaging,0.037308221,-213.4524384,146.232605,7.678127766,44.69383621,-1.480841637,30.08885384,-1.225436926,15.38504219,0.325389117,10.54790211,-0.139979035,4.671905994,3.950056314,17.3593762,10.00950308,15.05976244,16.69767166,16.13963787,16.77554063,54.17623002,0.675818563,0.8133232,0.667961597,0.650734842,0.655673027,0.667271972,0.671192348,0.691202283,0.792467952,0.678527355,0.599605739,0.573529482
'6883072099439709442,1400000,6,7200000,285,200000.0,25174.82517482517,5.142853469390379,0.0002035712831633,14.79,4,False,False,Tuesday,11,October,Fall,4,42,Morning,False,False,False,514.2857143,0.083333333,46,2994,37200,142,automotive,positive,unknown,outdoor,indirect,humorous,dialogue,not engaging,0.042237478,-103.6634827,149.5570984,-12.24055099,48.31256104,-18.70760727,31.72668457,-16.23775482,17.26820946,-11.78793907,10.47723198,-5.549285412,4.70318079,2.557621002,16.49155596,9.699486508,14.51974933,16.41562156,15.98169015,16.61078136,55.69744204,0.602012336,0.561334014,0.707149088,0.568326414,0.578302026,0.534048796,0.413875759,0.440645933,0.427659392,0.58077085,0.48354432,0.501496792
'6883276910781074693,22300000,413,363800000,1826,53864.73429951691,199124.24740010948,16.313900613726428,8.188340439984734e-05,14.88,2,False,False,Wednesday,1,October,Fall,4,42,Night,False,False,False,1631.390135,0.0,3154,435100,3700000,3938,entertainment,positive,speech,unknown,direct,casual,dialogue,engaging,0.056593016,-419.5620728,124.9851532,-25.31543541,1.526192188,-0.558167577,4.069112778,-4.324432373,-3.91225028,-2.62211895,-4.196346283,-3.001125097,0.759769082,-1.323456287,15.18263222,12.36386921,16.74947354,17.97064503,18.7974614,20.32716729,52.4715577,0.389594197,0.416013062,0.396028727,0.394462556,0.42942822,0.395272195,0.374555141,0.383640915,0.366818368,0.346558601,0.3288984,0.352588505
'6883450357884652801,1400000,6,7200000,285,200000.0,25174.82517482517,5.142853469390379,0.0002035712831633,8.84,4,False,False,Wednesday,12,October,Fall,4,42,Afternoon,False,False,False,514.2857143,0.0,107,51900,656600,155,automotive,positive,action,unknown,direct,serious,dialogue,not engaging,0.05091902,-162.1410828,154.4648285,-10.84760666,40.5008316,-8.072868347,26.40328789,-1.557974696,8.496853828,-0.712178946,4.981077671,-0.562978089,2.533768177,3.941351891,18.08684121,9.907703499,11.27867524,12.9996441,14.16412062,15.59039326,53.24293794,0.753853321,0.679401278,0.582569301,0.487815231,0.514879823,0.560820401,0.594147861,0.694071352,0.706860065,0.698755145,0.707506895,0.743840396
'6883614887138872582,22300000,413,363800000,1826,53864.73429951691,199124.24740010948,16.313900613726428,8.188340439984734e-05,23.73,2,False,False,Wednesday,23,October,Fall,4,42,Night,False,False,False,1631.390135,0.0,747,115400,579400,269,entertainment,negative,action,outdoor,direct,casual,monologue,engaging,0.057233162,-458.5075684,83.54133606,-26.54290009,-28.41314888,-34.66426086,-14.37599945,-19.26859093,-10.95275021,-11.78256893,0.746262431,2.097507477,-1.085514069,-5.439151764,11.18444582,11.23778466,13.94727918,23.08945154,23.26575899,22.46806524,47.28759823,0.250650495,0.263937026,0.103473462,0.079806283,0.047723725,0.074012816,0.232009545,0.43952617,0.406633228,0.44657883,0.200606704,0.096826635
'6883780635761200385,665200,0,4100000,168,665200.0,24260.3550295858,6.163550565919174,0.000252555242701,25.08,2,False,False,Thursday,9,October,Fall,4,42,Morning,False,False,False,616.3559832,0.0,1,203,2501,3,automotive,negative,unknown,unknown,indirect,casual,monologue,engaging,0.025612509,-296.3122559,159.7671509,22.93552589,21.07561684,-6.071268559,-9.854803085,-8.851015091,-12.54834652,-6.152241707,-3.678391695,-7.011066437,-11.32366943,-13.51634502,19.06835338,10.88020713,16.75989181,21.74956635,18.46482224,19.90991393,45.09456362,0.352515459,0.312403798,0.318790287,0.341090679,0.402964532,0.600808263,0.63956517,0.432476521,0.233946428,0.265898556,0.297465086,0.332317173
'6883794889440562433,665200,0,4100000,168,665200.0,24260.3550295858,6.163550565919174,0.000252555242701,15.92,3,False,False,Thursday,10,October,Fall,4,42,Morning,False,False,False,616.3559832,0.0,62,6244,166100,48,automotive,positive,action,unknown,indirect,serious,monologue,not engaging,0.029673763,-253.6716766,158.2543793,-8.446990013,8.24214077,18.01475143,4.191579342,-5.077850819,-3.889409304,1.189617515,-0.648648083,-5.318689823,-7.198489189,-3.873213768,18.51332598,11.05373588,13.82460578,14.21308731,13.93780169,17.5878923,48.86774899,0.369888663,0.349696368,0.282973617,0.270634353,0.328785241,0.432532877,0.482219011,0.493111253,0.430654943,0.380184919,0.366229087,0.32997942
'6884187778523876609,1400000,6,7200000,285,200000.0,25174.82517482517,5.142853469390379,0.0002035712831633,9.92,5,True,False,Friday,12,October,Fall,4,42,Afternoon,False,False,False,514.2857143,0.0,148,27600,225300,212,automotive,positive,action,unknown,indirect,casual,dialogue,not engaging,0.060582283,-236.6588135,132.0644531,-17.76977348,29.27535629,-1.404219151,12.30380821,-4.152156353,9.395358086,-8.811267853,-0.47649911,-2.977740765,1.855540156,-1.40464592,18.26514946,9.932097652,12.49959096,13.3391259,14.31030834,17.40128204,53.78785084,0.566374779,0.590951502,0.591316879,0.590044796,0.682089329,0.624684274,0.547712743,0.61882776,0.564978957,0.625791669,0.604239404,0.608284771
'6885173817749114118,22200000,410,362100000,1805,54014.598540145984,200498.3388704319,16.310810076089638,8.130630264386025e-05,30.05,2,False,False,Monday,3,October,Fall,4,43,Night,False,False,False,1631.081081,0.0,301,25400,215400,328,entertainment,positive,action,unknown,direct,humorous,dialogue,engaging,0.04042565,-351.8546753,153.1127167,27.74977875,29.10256386,8.507371902,10.63702488,-8.49637413,3.569114447,-4.363284588,-1.004736066,3.617695808,-7.956209183,-0.009709259,10.24769,12.1949758,17.60362375,20.27739853,18.03849348,18.69692388,51.52918155,0.50602746,0.297408432,0.194707006,0.239960417,0.440504253,0.362956226,0.299373657,0.355247706,0.328055531,0.378310204,0.365296453,0.433815569
'6885442004117966086,22300000,413,363800000,1827,53864.73429951691,199015.31728665208,16.313900613726428,8.192824744716378e-05,12.48,4,True,False,Monday,21,October,Fall,4,43,Night,False,False,False,1631.390135,0.0,339,173500,858700,80,entertainment,positive,action,unknown,direct,humorous,dialogue,engaging,0.044793332,-441.8211975,150.5669708,-27.43580246,14.74499321,-0.314117342,5.301915646,-16.78174019,-10.43442917,-8.377779961,-7.815559387,-9.312624931,-1.231648326,-3.523372889,17.72899978,13.60450339,20.8156706,20.57137279,20.23292719,21.176292,53.69722535,0.256444007,0.272614181,0.255879462,0.301596224,0.396097958,0.397665292,0.32172215,0.261672437,0.222308546,0.224173933,0.23517938,0.226615787
'6885679886783040774,22300000,413,363800000,1827,53864.73429951691,199015.31728665208,16.313900613726428,8.192824744716378e-05,58.52,2,False,False,Tuesday,12,October,Fall,4,43,Afternoon,False,False,False,1631.390135,0.0,915,85700,636400,10600,entertainment,positive,speech,unknown,direct,humorous,dialogue,engaging,0.039095142,-199.4026794,158.5422363,-32.46179581,28.37517929,3.141874075,25.87643051,3.46193099,2.651833534,8.55386734,5.729645252,3.68896699,3.229697704,9.705602646,17.79816375,9.693685071,13.93139025,16.11150191,17.18495805,17.19100877,53.65082446,0.546367049,0.523310721,0.552428842,0.60358423,0.68761766,0.546202719,0.484303564,0.478637874,0.515527725,0.540170431,0.546945155,0.564942896
'6885730368918424833,1400000,6,7200000,285,200000.0,25174.82517482517,5.142853469390379,0.0002035712831633,59.08,9,False,False,Tuesday,15,October,Fall,4,43,Afternoon,False,False,False,514.2857143,0.0,57,4289,50000,336,automotive,positive,unknown,indoor,indirect,casual,dialogue,engaging,0.027992265,-120.1100769,161.9392853,-52.1802063,45.42522049,-9.224293709,22.48420525,2.306259632,3.130884409,7.010307312,7.169962406,11.5636301,0.236852407,15.55730152,17.95869572,8.053778727,14.81834816,16.56650007,15.26192075,16.05176538,54.57792671,0.431400597,0.453338683,0.465021729,0.43735382,0.590140462,0.953781188,0.523653269,0.378302366,0.408456177,0.567489505,0.61782974,0.441086352
'6885917440090328326,22300000,413,363800000,1827,53864.73429951691,199015.31728665208,16.313900613726428,8.192824744716378e-05,14.71,2,False,False,Wednesday,3,October,Fall,4,43,Night,False,False,False,1631.390135,-0.166666667,484,52300,338800,124,entertainment,positive,speech,unknown,indirect,serious,monologue,engaging,0.02247326,-331.500946,163.0446625,7.261304379,10.60400581,20.20652008,11.37843227,2.081488609,5.797368526,1.429174185,1.990117311,4.402574062,-0.236199871,0.027420284,17.78178221,11.08344017,14.07949642,15.68935924,17.34143395,19.14869077,48.90093871,0.558554649,0.564474463,0.55634743,0.529699385,0.526607692,0.526486576,0.4790546,0.464581668,0.457942873,0.504456162,0.522649407,0.526773095
'6886056986455182597,4400000,18,100200000,967,231578.94736842104,103512.39669421488,22.772722097108613,0.0002197726773243,12.86,5,False,False,Wednesday,13,October,Fall,4,43,Afternoon,False,False,False,2277.272727,0.0,3264,678600,3600000,10600,entertainment,positive,unknown,outdoor,indirect,casual,dialogue,not engaging,0.059019013,-222.9139709,164.2332764,-30.94530869,32.05895615,-13.15810108,19.72620583,-18.67933846,-5.170843124,-3.817616463,-16.97579384,-19.16267967,-5.516097069,-5.1179142,16.4832691,10.31377216,16.80986062,16.48843958,16.41696534,20.02412728,54.03151914,0.448291481,0.329895854,0.329540968,0.453946114,0.597779751,0.406147659,0.316939294,0.333841056,0.397548169,0.505437493,0.459896863,0.457589567
'6886276198180097285,22300000,413,363800000,1827,53864.73429951691,199015.31728665208,16.313900613726428,8.192824744716378e-05,18.91,3,False,False,Thursday,3,October,Fall,4,43,Night,False,False,False,1631.390135,0.0,293,116600,599300,103,entertainment,positive,speech,unknown,indirect,serious,dialogue,engaging,0.047011683,-369.3890381,164.0419006,-18.46501732,-3.998437166,9.940635681,4.023747444,-11.8839035,-8.697847366,-5.331809998,-10.50728607,-3.447133064,-0.024371499,-3.605710983,17.81448894,12.02575969,15.05051122,16.0034554,17.1186148,20.69408878,49.45538368,0.354246974,0.331378639,0.365836233,0.393412679,0.430267006,0.427068144,0.432824433,0.469872355,0.491511405,0.463122219,0.401465565,0.39771837
'6886432540605861126,223700,152,998900,64,1462.0915032679738,15367.692307692309,4.465335425411599,0.0002860961730166,14.93,1,False,False,Thursday,13,October,Fall,4,43,Afternoon,False,False,False,446.5355387,0.5,796,8310,121800,268,sports,positive,action,unknown,indirect,casual,dialogue,not engaging,0.044469285,-227.5887451,198.462677,-38.86430359,27.13380623,-0.539830685,11.38512897,-3.664493561,1.091594934,10.80403423,-9.061244011,1.68012476,4.090797424,9.707964897,14.33087256,9.610410596,14.23771284,20.4440474,21.5430061,23.8819043,49.97196304,0.335470259,0.355883658,0.561115921,0.296379775,0.308394998,0.431662321,0.641974092,0.227015108,0.285908401,0.527728021,0.274537534,0.274594009
'6886477265752870149,71700,10,303500,85,6518.181818181818,3529.0697674418607,4.232855887644524,0.001185478584678,14.7,3,False,False,Thursday,16,October,Fall,4,43,Afternoon,False,False,False,423.2914923,-0.1875,91,801,13900,26,automotive,positive,unknown,unknown,direct,serious,dialogue,engaging,0.039654449,-180.6668091,139.8890991,-13.88875389,47.83710861,-9.374485016,31.51486015,-8.648755074,21.58683777,-6.0757761,9.102571487,3.317545414,4.226420879,6.5366292,13.12045809,10.13660742,11.72406078,12.93375809,14.0379245,15.09307234,55.20201275,0.585562408,0.581546247,0.628930628,0.576057792,0.576448202,0.59647876,0.741819143,0.832976222,0.766070604,0.657792568,0.556492388,0.569014311
'6886503541112900869,4400000,18,100200000,967,231578.94736842104,103512.39669421488,22.772722097108613,0.0002197726773243,12.4,4,True,False,Thursday,17,October,Fall,4,43,Evening,False,False,False,2277.272727,0.0,673,41300,283400,400,entertainment,positive,speech,unknown,indirect,casual,dialogue,engaging,0.048748882,-295.688324,179.9211731,-15.77985764,19.88327408,-12.93373108,3.751590729,-20.49993515,-4.914671898,7.216014385,-12.76291561,-23.28929329,-1.409771681,3.086313963,19.73622871,11.57183867,17.72627146,22.40260652,19.6179923,25.39113826,53.44659841,0.354728967,0.40736413,0.417790055,0.492441893,0.365811855,0.392601818,0.247706577,0.286584347,0.556145012,0.351351649,0.286942393,0.26638189
'6886743290532646145,665200,0,4100000,168,665200.0,24260.3550295858,6.163550565919174,0.000252555242701,23.2,2,False,False,Friday,9,October,Fall,4,43,Morning,False,False,False,616.3559832,0.0,143,6121,131200,70,entertainment,negative,action,unknown,indirect,casual,monologue,engaging,0.014144279,-254.5569916,141.0367889,-16.19369316,36.30952835,30.93187523,22.08501053,13.24406719,19.7379818,12.97917557,7.515985012,11.74688244,9.975737572,4.869245052,15.50411223,9.688555034,12.21355844,12.34604554,13.09675059,17.79139805,52.56384642,0.735094607,0.746198416,0.774289608,0.821368873,0.848326862,0.840763152,0.789636016,0.758427799,0.705065787,0.681120515,0.646908224,0.663849533
'6887181400596942085,4400000,18,100200000,967,231578.94736842104,103512.39669421488,22.772722097108613,0.0002197726773243,35.62,3,False,True,Saturday,13,October,Fall,4,43,Afternoon,True,False,False,2277.272727,-0.625,466,96200,584900,1251,entertainment,negative,action,outdoor,indirect,casual,dialogue,engaging,0.093103254,-179.2727814,101.9727554,-14.61969376,52.31258011,0.605632603,45.94065475,-1.810514212,9.60419178,0.222072393,4.065371037,-6.725308895,-5.514384747,-0.086250693,14.81813212,10.4756376,15.31692962,16.68261017,16.71724659,17.34119749,58.18149991,0.500397623,0.47541669,0.48661533,0.542606771,0.572255552,0.547204792,0.484379619,0.452582866,0.436763167,0.44371748,0.471669912,0.506183326
'6887871234177043713,665200,0,4100000,168,665200.0,24260.3550295858,6.163550565919174,0.000252555242701,13.08,2,False,False,Monday,10,October,Fall,4,44,Morning,False,False,False,616.3559832,0.0,37,1037,9474,1,automotive,positive,unknown,indoor,direct,humorous,dialogue,engaging,0.031130854,-173.7015686,155.1495972,-2.084947109,32.45731735,-0.970635414,26.654356,-4.522105217,17.07226372,7.63111496,16.1996727,7.824316502,4.772482395,0.092562817,17.07920929,15.87297831,15.2735369,16.40063476,17.57359669,17.72449691,51.75381304,0.591663241,0.409599125,0.340670139,0.351101547,0.456203848,0.459844381,0.408838093,0.435859442,0.508011878,0.568615377,0.457787007,0.460857958
'6887924211877170437,4400000,18,100200000,967,231578.94736842104,103512.39669421488,22.772722097108613,0.0002197726773243,15.31,6,True,False,Monday,13,October,Fall,4,44,Afternoon,False,False,False,2277.272727,0.433333333,163,22700,225300,79,entertainment,positive,action,unknown,indirect,casual,dialogue,not engaging,0.034487686,-327.2008667,182.0635376,6.351263523,29.38887215,15.84294701,8.322966576,11.48689365,-1.517583728,6.485775948,-0.629415512,-0.575953007,2.707854271,-2.167952061,9.44777099,9.588109163,14.65738598,18.47797135,18.5928978,18.7690583,41.53974923,0.667605758,0.475922525,0.306016833,0.342314452,0.589754164,0.726836264,0.502686381,0.420366943,0.500977516,0.708210707,0.521502852,0.516686141
'6888594752481234177,665200,0,4100000,168,665200.0,24260.3550295858,6.163550565919174,0.000252555242701,13.08,2,False,False,Wednesday,9,October,Fall,4,44,Morning,False,False,False,616.3559832,0.0,16,1056,63500,6,automotive,positive,action,unknown,direct,casual,monologue,engaging,0.039245768,-255.9877472,162.1534729,-25.79076767,38.27963257,14.14216709,10.96136856,3.998650789,10.17106438,4.32788229,-1.875266671,-10.02115345,-12.74129868,-9.25554657,19.91690544,12.78039641,18.33668032,19.63220756,19.40547287,20.40185582,52.10656082,0.309022844,0.535838008,0.458037108,0.379001796,0.442034185,0.410686493,0.272595108,0.323427767,0.608552217,0.668812275,0.428265661,0.368930519
'6888786560783748358,4400000,18,100300000,969,231578.94736842104,103402.06185567012,22.7954493646706,0.0002202272226756,53.62,5,False,False,Wednesday,21,October,Fall,4,44,Night,False,False,False,2279.545455,0.0,183,36800,245100,431,entertainment,positive,action,indoor,direct,serious,dialogue,engaging,0.087951409,-153.8564301,117.4991302,-18.59913254,47.72484589,-7.395014286,40.20071411,-3.340133905,5.025610924,-2.757124901,6.204154968,-6.748589993,-5.532832146,1.890373588,15.35894481,10.78105722,14.9365679,17.01903629,16.95563386,17.81258079,57.41505936,0.496244758,0.463306606,0.45059669,0.488335639,0.551353931,0.552765727,0.489769787,0.463230222,0.449071705,0.454311818,0.469713926,0.49251768
